POINTNUMBER;POINTNAME;STATIONNAME;STATIONNAMEABBREVIATED;PUNTOSINTER;NOMBRESINTER
119002;13CTE    L  AVE  CORRIENTE;CEVIL POZO;CPO;2,119002;13CTE    L  AVE 
119003;13PW     L1 BRA  POTENCIA ACTIVA;CEVIL POZO;CPO;2,119003;13PW     L1 BRA 
119004;13PQ     L1 BRA  POTENCIA REACTIVA;CEVIL POZO;CPO;2,119004;13PQ     L1 BRA 
119005;13CTE    L1 BRA  CORRIENTE;CEVIL POZO;CPO;2,119005;13CTE    L1 BRA 
119006;13PW     L  BUR  POTENCIA ACTIVA;CEVIL POZO;CPO;2,119006;13PW     L  BUR 
119007;13PQ     L  BUR  POTENCIA REACTIVA;CEVIL POZO;CPO;2,119007;13PQ     L  BUR 
119008;13CTE    L  BUR  CORRIENTE;CEVIL POZO;CPO;2,119008;13CTE    L  BUR 
119009;13PW     L1 TUN  POTENCIA ACTIVA;CEVIL POZO;CPO;2,119009;13PW     L1 TUN 
119010;13PQ     L1 TUN  POTENCIA REACTIVA;CEVIL POZO;CPO;2,11901;13PQ     L1 TUN 
119011;13CTE    L1 TUN  CORRIENTE;CEVIL POZO;CPO;2,119011;13CTE    L1 TUN 
119012;13PW      TR  01 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119012;13PW      TR  01
119013;13PQ      TR  01 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119013;13PQ      TR  01
119014;13CTE     TR  01 CORRIENTE;CEVIL POZO;CPO;2,119014;13CTE     TR  01
119015;13PW      TR  02 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119015;13PW      TR  02
119016;13PQ      TR  02 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119016;13PQ      TR  02
119017;13CTE     TR  02 CORRIENTE;CEVIL POZO;CPO;2,119017;13CTE     TR  02
119021;13TEN    L  AVE  TENSION;CEVIL POZO;CPO;2,119021;13TEN    L  AVE 
119022;13TEN    L1 BRA  TENSION;CEVIL POZO;CPO;2,119022;13TEN    L1 BRA 
119023;13TEN    L  BUR  TENSION;CEVIL POZO;CPO;2,119023;13TEN    L  BUR 
119024;13TEN    L1 TUN  TENSION;CEVIL POZO;CPO;2,119024;13TEN    L1 TUN 
119025;03TEN     TR  01 TENSION;CEVIL POZO;CPO;2,119025;03TEN     TR  01
119026;03TEN     TR  02 TENSION;CEVIL POZO;CPO;2,119026;03TEN     TR  02
119027;01TEN     TR  03 TENSION;CEVIL POZO;CPO;2,119027;01TEN     TR  03
119028;01TEN     TR  02 TENSION;CEVIL POZO;CPO;2,119028;01TEN     TR  02
119029;03PW      TR  01 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119029;03PW      TR  01
119030;03PQ      TR  01 POTENCIA REACTIVA;CEVIL POZO;CPO;2,11903;03PQ      TR  01
119031;03CTE     TR  01 CORRIENTE;CEVIL POZO;CPO;2,119031;03CTE     TR  01
119032;03PW      TR  02 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119032;03PW      TR  02
119033;03PQ      TR  02 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119033;03PQ      TR  02
119034;03CTE     TR  02 CORRIENTE;CEVIL POZO;CPO;2,119034;03CTE     TR  02
119035;01PW      TR  03 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119035;01PW      TR  03
119036;01PQ      TR  03 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119036;01PQ      TR  03
119037;01CTE     TR  03 CORRIENTE;CEVIL POZO;CPO;2,119037;01CTE     TR  03
119038;01PW      TR  02 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119038;01PW      TR  02
119039;01PQ      TR  02 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119039;01PQ      TR  02
119040;01CTE     TR  02 CORRIENTE;CEVIL POZO;CPO;2,11904;01CTE     TR  02
119041;03CTE   RIO SALI CORRIENTE;CEVIL POZO;CPO;2,119041;03CTE   RIO SALI
119042;03CTE  CRUZ ALTA CORRIENTE;CEVIL POZO;CPO;2,119042;03CTE  CRUZ ALTA
119043;03CTE RANCHILLOS CORRIENTE;CEVIL POZO;CPO;2,119043;03CTE RANCHILLOS
119044;03CTE  GUTIERREZ CORRIENTE;CEVIL POZO;CPO;2,119044;03CTE  GUTIERREZ
119045;03CTE  LAS CEJAS CORRIENTE;CEVIL POZO;CPO;2,119045;03CTE  LAS CEJAS
119046;03CTE     SCANIA CORRIENTE;CEVIL POZO;CPO;2,119046;03CTE     SCANIA
119047;01Reserva Gallo;CEVIL POZO;CPO;2,119047;01Reserva Gallo
119049;01reserva citrus;CEVIL POZO;CPO;2,119049;01reserva citrus
119050;01RESERVA4;CEVIL POZO;CPO;2,11905;01RESERVA4
119051;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;CEVIL POZO;CPO;2,119051;77DEM PW      ET
119052;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;CEVIL POZO;CPO;2,119052;77DEM PQ      ET
119053;03CTE    RESERVA CORRIENTE;CEVIL POZO;CPO;2,119053;03CTE    RESERVA
119055;13QFAL        ET REACTIVO FALTANTE;CEVIL POZO;CPO;2,119055;13QFAL        ET
119058;01CTE  SALIDA 01 CORRIENTE;CEVIL POZO;CPO;2,119058;01CTE  SALIDA 01
119059;01CTE  SALIDA 02 CORRIENTE;CEVIL POZO;CPO;2,119059;01CTE  SALIDA 02
119060;01CTE INDUSTRIAL CORRIENTE;CEVIL POZO;CPO;2,11906;01CTE INDUSTRIAL
119061;01CTE  CITRUSVIL CORRIENTE;CEVIL POZO;CPO;2,119061;01CTE  CITRUSVIL
119062;01CTE   LASTENIA CORRIENTE;CEVIL POZO;CPO;2,119062;01CTE   LASTENIA
119063;01CTE    D.GALLO CORRIENTE;CEVIL POZO;CPO;2,119063;01CTE    D.GALLO
119064;01CTE BDA CENTRO CORRIENTE;CEVIL POZO;CPO;2,119064;01CTE BDA CENTRO
119065;01CTE  SALIDA 08 CORRIENTE;CEVIL POZO;CPO;2,119065;01CTE  SALIDA 08
119066;13PW      TR  03 POTENCIA ACTIVA;CEVIL POZO;CPO;2,119066;13PW      TR  03
119067;13PQ      TR  03 POTENCIA REACTIVA;CEVIL POZO;CPO;2,119067;13PQ      TR  03
119068;13CTE     TR  03 CORRIENTE;CEVIL POZO;CPO;2,119068;13CTE     TR  03
119069;13TEN     TR  03 TENSION;CEVIL POZO;CPO;2,119069;13TEN     TR  03
119070;13PW     L2 TUN  POTENCIA ACTIVA;CEVIL POZO;CPO;2,11907;13PW     L2 TUN 
119071;13PQ     L2 TUN  POTENCIA REACTIVA;CEVIL POZO;CPO;2,119071;13PQ     L2 TUN 
119072;13CTE    L2 TUN  CORRIENTE;CEVIL POZO;CPO;2,119072;13CTE    L2 TUN 
119073;13TEN    L2 TUN  TENSION;CEVIL POZO;CPO;2,119073;13TEN    L2 TUN 
119074;13PW     L2 BRA  POTENCIA ACTIVA;CEVIL POZO;CPO;2,119074;13PW     L2 BRA 
119075;13PQ     L2 BRA  POTENCIA REACTIVA;CEVIL POZO;CPO;2,119075;13PQ     L2 BRA 
119076;13CTE    L2 BRA  CORRIENTE;CEVIL POZO;CPO;2,119076;13CTE    L2 BRA 
119077;13TEN    L2 BRA  TENSION;CEVIL POZO;CPO;2,119077;13TEN    L2 BRA 
119078;13TEN   B   A   TENSION;CEVIL POZO;CPO;2,119078;13TEN   B   A   
119079;03TEN   B   A   TENSION;CEVIL POZO;CPO;2,119079;03TEN   B   A   
119080;03TEN   B   B   TENSION;CEVIL POZO;CPO;2,11908;03TEN   B   B   
119081;01TEN   B   A   TENSION;CEVIL POZO;CPO;2,119081;01TEN   B   A   
119082;01TEN   B   B   TENSION;CEVIL POZO;CPO;2,119082;01TEN   B   B   
120000;13PW     L  TUN  POTENCIA ACTIVA;TRANCAS;TRA;2,12;13PW     L  TUN 
120001;13PQ     L  TUN  POTENCIA REACTIVA;TRANCAS;TRA;2,120001;13PQ     L  TUN 
120002;13CTE    L  TUN  CORRIENTE;TRANCAS;TRA;2,120002;13CTE    L  TUN 
120003;13TEN    L  TUN  TENSION;TRANCAS;TRA;2,120003;13TEN    L  TUN 
120004;13PW     L  PGR  POTENCIA ACTIVA;TRANCAS;TRA;2,120004;13PW     L  PGR 
120005;13PQ     L  PGR  POTENCIA REACTIVA;TRANCAS;TRA;2,120005;13PQ     L  PGR 
120006;13CTE    L  PGR  CORRIENTE;TRANCAS;TRA;2,120006;13CTE    L  PGR 
120007;13TEN    L  PGR  TENSION;TRANCAS;TRA;2,120007;13TEN    L  PGR 
120008;13PW      TR  01 POTENCIA ACTIVA;TRANCAS;TRA;2,120008;13PW      TR  01
120009;13PQ      TR  01 POTENCIA REACTIVA;TRANCAS;TRA;2,120009;13PQ      TR  01
120010;13CTE     TR  01 CORRIENTE;TRANCAS;TRA;2,12001;13CTE     TR  01
120012;03PW      TR  01 POTENCIA ACTIVA;TRANCAS;TRA;2,120012;03PW      TR  01
120013;03PQ      TR  01 POTENCIA REACTIVA;TRANCAS;TRA;2,120013;03PQ      TR  01
120014;03CTE     TR  01 CORRIENTE;TRANCAS;TRA;2,120014;03CTE     TR  01
120015;03CTE    EL TALA CORRIENTE;TRANCAS;TRA;2,120015;03CTE    EL TALA
120016;03TEN     TR  01 TENSION;TRANCAS;TRA;2,120016;03TEN     TR  01
120017;03PW     TRANCAS POTENCIA ACTIVA;TRANCAS;TRA;2,120017;03PW     TRANCAS
120018;03PQ     TRANCAS POTENCIA REACTIVA;TRANCAS;TRA;2,120018;03PQ     TRANCAS
120019;03CTE    TRANCAS CORRIENTE;TRANCAS;TRA;2,120019;03CTE    TRANCAS
120020;03PW       VIPOS POTENCIA ACTIVA;TRANCAS;TRA;2,12002;03PW       VIPOS
120021;03PQ       VIPOS POTENCIA REACTIVA;TRANCAS;TRA;2,120021;03PQ       VIPOS
120022;03CTE      VIPOS CORRIENTE;TRANCAS;TRA;2,120022;03CTE      VIPOS
120024;13DIF    L  TUN  DIFERENCIA DE ANGULO;TRANCAS;TRA;2,120024;13DIF    L  TUN 
120025;13DIF    L  PGR  DIFERENCIA DE ANGULO;TRANCAS;TRA;2,120025;13DIF    L  PGR 
120026;03PW     EL TALA POTENCIA ACTIVA;TRANCAS;TRA;2,120026;03PW     EL TALA
120027;03PQ     EL TALA POTENCIA REACTIVA;TRANCAS;TRA;2,120027;03PQ     EL TALA
120028;13FRE    L  PGR  FRECUENCIA;TRANCAS;TRA;2,120028;13FRE    L  PGR 
120029;13FRE    L  TUN  FRECUENCIA;TRANCAS;TRA;2,120029;13FRE    L  TUN 
120030;13QFAL           REACTIVO FALTANTE;TRANCAS;TRA;2,12003;13QFAL          
120032;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;TRANCAS;TRA;2,120032;77DEM PW      ET
120033;77DEM PW      ET DEMANDA DE POTENCIA REACTIVA;TRANCAS;TRA;2,120033;77DEM PW      ET
120036;13TEN    B   A   TENSION;TRANCAS;TRA;2,120036;13TEN    B   A  
120038;03TEN    B   A   TENSION;TRANCAS;TRA;2,120038;03TEN    B   A  
121000;13PW     L  ROS  POTENCIA ACTIVA;BURRUYACU;BUR;2,121;13PW     L  ROS 
121001;13PQ     L  ROS  POTENCIA REACTIVA;BURRUYACU;BUR;2,121001;13PQ     L  ROS 
121002;13CTE    L  ROS  CORRIENTE;BURRUYACU;BUR;2,121002;13CTE    L  ROS 
121003;13TEN    L  ROS  TENSION;BURRUYACU;BUR;2,121003;13TEN    L  ROS 
121004;13PW     L  CPO  POTENCIA ACTIVA;BURRUYACU;BUR;2,121004;13PW     L  CPO 
121005;13PQ     L  CPO  POTENCIA REACTIVA;BURRUYACU;BUR;2,121005;13PQ     L  CPO 
121006;13CTE    L  CPO  CORRIENTE;BURRUYACU;BUR;2,121006;13CTE    L  CPO 
121007;13TEN    L  CPO  TENSION;BURRUYACU;BUR;2,121007;13TEN    L  CPO 
121008;13PW      TR  01 POTENCIA ACTIVA;BURRUYACU;BUR;2,121008;13PW      TR  01
121009;13PQ      TR  01 POTENCIA REACTIVA;BURRUYACU;BUR;2,121009;13PQ      TR  01
121010;13CTE     TR  01 CORRIENTE;BURRUYACU;BUR;2,12101;13CTE     TR  01
121012;03PW      TR  01 POTENCIA ACTIVA;BURRUYACU;BUR;2,121012;03PW      TR  01
121013;03PQ      TR  01 POTENCIA REACTIVA;BURRUYACU;BUR;2,121013;03PQ      TR  01
121014;03CTE     TR  01 CORRIENTE;BURRUYACU;BUR;2,121014;03CTE     TR  01
121015;03TEN     TR  01 TENSION;BURRUYACU;BUR;2,121015;03TEN     TR  01
121016;03CTE   L ROBLES CORRIENTE;BURRUYACU;BUR;2,121016;03CTE   L ROBLES
121017;03PW    L ROBLES POTENCIA ACTIVA;BURRUYACU;BUR;2,121017;03PW    L ROBLES
121018;03PQ    L ROBLES POTENCIA REACTIVA;BURRUYACU;BUR;2,121018;03PQ    L ROBLES
121019;03CTE   L RAMADA CORRIENTE;BURRUYACU;BUR;2,121019;03CTE   L RAMADA
121020;03PW    L RAMADA POTENCIA ACTIVA;BURRUYACU;BUR;2,12102;03PW    L RAMADA
121021;03PQ    L RAMADA POTENCIA REACTIVA;BURRUYACU;BUR;2,121021;03PQ    L RAMADA
121022;03CTE  GARMENDIA CORRIENTE;BURRUYACU;BUR;2,121022;03CTE  GARMENDIA
121023;03PW   GARMENDIA POTENCIA ACTIVA;BURRUYACU;BUR;2,121023;03PW   GARMENDIA
121024;03PQ   GARMENDIA POTENCIA REACTIVA;BURRUYACU;BUR;2,121024;03PQ   GARMENDIA
121026;13DIF AN L  ROS  DIFERENCIA DE ANGULO;BURRUYACU;BUR;2,121026;13DIF AN L  ROS 
121027;13DIF AN L  CPO  DIFERENCIA DE ANGULO;BURRUYACU;BUR;2,121027;13DIF AN L  CPO 
121028;13QFAL        ET REACTIVO FALTANTE;BURRUYACU;BUR;2,121028;13QFAL        ET
121030;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;BURRUYACU;BUR;2,12103;77DEM PW      ET
121031;77DEM PW      ET DEMANDA DE POTENCIA REACTIVA;BURRUYACU;BUR;2,121031;77DEM PW      ET
121099;13TEN B A TENSION;BURRUYACU;BUR;2,121099;13TEN B A TENSIO
121100;03TEN B A TENSION;BURRUYACU;BUR;2,1211;03TEN B A TENSIO
122000;13PW      TR  01 POTENCIA ACTIVA;AATUYA;ANA;2,122;13PW      TR  01
122001;13PQ      TR  01 POTENCIA REACTIVA;AATUYA;ANA;2,122001;13PQ      TR  01
122002;13CTE     TR  01 CORRIENTE;AATUYA;ANA;2,122002;13CTE     TR  01
122003;13TEN     TR  01 TENSION;AATUYA;ANA;2,122003;13TEN     TR  01
122006;03PW      TR  01 POTENCIA ACTIVA;AATUYA;ANA;2,122006;03PW      TR  01
122007;03PQ      TR  01 POTENCIA REACTIVA;AATUYA;ANA;2,122007;03PQ      TR  01
122008;03CTE     TR  01 CORRIENTE;AATUYA;ANA;2,122008;03CTE     TR  01
122009;03TEN     TR  01 TENSION;AATUYA;ANA;2,122009;03TEN     TR  01
122010;01PW      TR  01 POTENCIA ACTIVA;AATUYA;ANA;2,12201;01PW      TR  01
122011;01PQ      TR  01 POTENCIA REACTIVA;AATUYA;ANA;2,122011;01PQ      TR  01
122012;01CTE     TR  01 CORRIENTE;AATUYA;ANA;2,122012;01CTE     TR  01
122013;01TEN     TR  01 TENSION;AATUYA;ANA;2,122013;01TEN     TR  01
122014;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;AATUYA;ANA;2,122014;77DEM PW      ET
122015;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;AATUYA;ANA;2,122015;77DEM PQ      ET
122016;01PW      TD  31 POTENCIA ACTIVA;AATUYA;ANA;2,122016;01PW      TD  31
122017;01PQ      TD  31 POTENCIA REACTIVA;AATUYA;ANA;2,122017;01PQ      TD  31
122018;01PW      TD  32 POTENCIA ACTIVA;AATUYA;ANA;2,122018;01PW      TD  32
122019;01PQ      TD  32 POTENCIA REACTIVA;AATUYA;ANA;2,122019;01PQ      TD  32
122020;03CTE   SALIDA 1 CORRIENTE;AATUYA;ANA;2,12202;03CTE   SALIDA 1
122021;03CTE   SALIDA 2 CORRIENTE;AATUYA;ANA;2,122021;03CTE   SALIDA 2
122022;03CTE   SALIDA 3 CORRIENTE;AATUYA;ANA;2,122022;03CTE   SALIDA 3
122023;03CTE   SALIDA 4 CORRIENTE;AATUYA;ANA;2,122023;03CTE   SALIDA 4
122024;03CTE    AC  A B CORRIENTE;AATUYA;ANA;2,122024;03CTE    AC  A B
122025;01CTE   SALIDA 1 CORRIENTE;AATUYA;ANA;2,122025;01CTE   SALIDA 1
122026;01CTE   SALIDA 2 CORRIENTE;AATUYA;ANA;2,122026;01CTE   SALIDA 2
122027;01CTE   SALIDA 3 CORRIENTE;AATUYA;ANA;2,122027;01CTE   SALIDA 3
122028;01CTE   SALIDA 4 CORRIENTE;AATUYA;ANA;2,122028;01CTE   SALIDA 4
122029;01CTE    AC  A B CORRIENTE;AATUYA;ANA;2,122029;01CTE    AC  A B
122030;13PW     L  BAN  POTENCIA ACTIVA;AATUYA;ANA;2,12203;13PW     L  BAN 
122031;13PQ     L  BAN  POTENCIA REACTIVA;AATUYA;ANA;2,122031;13PQ     L  BAN 
122032;13CTE    L  BAN  CORRIENTE;AATUYA;ANA;2,122032;13CTE    L  BAN 
122033;13TEN    L  BAN  TENSION;AATUYA;ANA;2,122033;13TEN    L  BAN 
122034;13PW      TR  02 POTENCIA ACTIVA;AATUYA;ANA;2,122034;13PW      TR  02
122035;13PQ      TR  02 POTENCIA REACTIVA;AATUYA;ANA;2,122035;13PQ      TR  02
122036;13CTE     TR  02 CORRIENTE;AATUYA;ANA;2,122036;13CTE     TR  02
122038;03PW      TR  02 POTENCIA ACTIVA;AATUYA;ANA;2,122038;03PW      TR  02
122039;03PQ      TR  02 POTENCIA REACTIVA;AATUYA;ANA;2,122039;03PQ      TR  02
122040;03CTE     TR  02 CORRIENTE;AATUYA;ANA;2,12204;03CTE     TR  02
122041;03TEN     TR  02 TENSION;AATUYA;ANA;2,122041;03TEN     TR  02
122042;01PW      TR  02 POTENCIA ACTIVA;AATUYA;ANA;2,122042;01PW      TR  02
122043;01PQ      TR  02 POTENCIA REACTIVA;AATUYA;ANA;2,122043;01PQ      TR  02
122044;01CTE     TR  02 CORRIENTE;AATUYA;ANA;2,122044;01CTE     TR  02
122045;01TEN     TR  02 TENSION;AATUYA;ANA;2,122045;01TEN     TR  02
122046;13QFAL        ET REACTIVO FALTANTE;AATUYA;ANA;2,122046;13QFAL        ET
122048;77GEN PW      ET POTENCIA ACTIVA;AATUYA;ANA;2,122048;77GEN PW      ET
122049;77GEN PQ      ET POTENCIA REACTIVA;AATUYA;ANA;2,122049;77GEN PQ      ET
122050;01CTE   ENARSA 2 CORRIENTE;AATUYA;ANA;2,12205;01CTE   ENARSA 2
122051;01PW      TD  33 POTENCIA ACTIVA;AATUYA;ANA;2,122051;01PW      TD  33
122052;01PQ      TD  33 POTENCIA REACTIVA;AATUYA;ANA;2,122052;01PQ      TD  33
122053;01TEN     TD  33 TENSION;AATUYA;ANA;2,122053;01TEN     TD  33
123000;03PW      TR  03 POTENCIA ACTIVA;LEALES;LEA;2,123;03PW      TR  03
123001;03PQ      TR  03 POTENCIA REACTIVA;LEALES;LEA;2,123001;03PQ      TR  03
123002;03TEN     TR  03 TENSION;LEALES;LEA;2,123002;03TEN     TR  03
123003;03CTE     TR  03 CORRIENTE;LEALES;LEA;2,123003;03CTE     TR  03
124000;13PW     L  RHO  POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124;13PW     L  RHO 
124001;13PQ     L  RHO  POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124001;13PQ     L  RHO 
124002;13CTE    L  RHO  CORRIENTE;SANTIAGO OESTE;SGO;2,124002;13CTE    L  RHO 
124003;13TEN    L  RHO  TENSION;SANTIAGO OESTE;SGO;2,124003;13TEN    L  RHO 
124004;13PW     L  SAN  POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124004;13PW     L  SAN 
124005;13PQ     L  SAN  POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124005;13PQ     L  SAN 
124006;13CTE    L  SAN  CORRIENTE;SANTIAGO OESTE;SGO;2,124006;13CTE    L  SAN 
124007;13TEN    L  SAN  TENSION;SANTIAGO OESTE;SGO;2,124007;13TEN    L  SAN 
124008;13PW      TR  01 POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124008;13PW      TR  01
124009;13PQ      TR  01 POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124009;13PQ      TR  01
124010;13CTE     TR  01 CORRIENTE;SANTIAGO OESTE;SGO;2,12401;13CTE     TR  01
124012;01PW      TR  01 POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124012;01PW      TR  01
124013;01PQ      TR  01 POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124013;01PQ      TR  01
124014;01CTE     TR  01 CORRIENTE;SANTIAGO OESTE;SGO;2,124014;01CTE     TR  01
124015;01TEN     TR  01 TENSION;SANTIAGO OESTE;SGO;2,124015;01TEN     TR  01
124016;13PW      TR  02 POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124016;13PW      TR  02
124017;13PQ      TR  02 POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124017;13PQ      TR  02
124018;13CTE     TR  02 CORRIENTE;SANTIAGO OESTE;SGO;2,124018;13CTE     TR  02
124020;01PW      TR  02 POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,12402;01PW      TR  02
124021;01PQ      TR  02 POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124021;01PQ      TR  02
124022;01CTE     TR  02 CORRIENTE;SANTIAGO OESTE;SGO;2,124022;01CTE     TR  02
124023;01TEN     TR  02 TENSION;SANTIAGO OESTE;SGO;2,124023;01TEN     TR  02
124024;01CTE  DIST 8001 CORRIENTE;SANTIAGO OESTE;SGO;2,124024;01CTE  DIST 8001
124025;01CTE  DIST 8002 CORRIENTE;SANTIAGO OESTE;SGO;2,124025;01CTE  DIST 8002
124026;01CTE  DIST 8003 CORRIENTE;SANTIAGO OESTE;SGO;2,124026;01CTE  DIST 8003
124027;01CTE  DIST 8004 CORRIENTE;SANTIAGO OESTE;SGO;2,124027;01CTE  DIST 8004
124028;01CTE  DIST 8005 CORRIENTE;SANTIAGO OESTE;SGO;2,124028;01CTE  DIST 8005
124029;01CTE  DIST 8006 CORRIENTE;SANTIAGO OESTE;SGO;2,124029;01CTE  DIST 8006
124030;01CTE  DIST 8007 CORRIENTE;SANTIAGO OESTE;SGO;2,12403;01CTE  DIST 8007
124031;01CTE  DIST 8008 CORRIENTE;SANTIAGO OESTE;SGO;2,124031;01CTE  DIST 8008
124032;01CTE  DIST 8009 CORRIENTE;SANTIAGO OESTE;SGO;2,124032;01CTE  DIST 8009
124033;01CTE DIST 8010  CORRIENTE;SANTIAGO OESTE;SGO;2,124033;01CTE DIST 8010 
124035;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;SANTIAGO OESTE;SGO;2,124035;77DEM PW      ET
124036;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;SANTIAGO OESTE;SGO;2,124036;77DEM PQ      ET
124038;13TEN     B   A  TENSION;SANTIAGO OESTE;SGO;2,124038;13TEN     B   A 
124039;01TEN     B   A  TENSION;SANTIAGO OESTE;SGO;2,124039;01TEN     B   A 
124040;01TEN     B   B  TENSION;SANTIAGO OESTE;SGO;2,12404;01TEN     B   B 
125000;13CTE     TR  01 CORRIENTE;BANDERA;BAN;2,125;13CTE     TR  01
125001;13PW      TR  01 POTENCIA ACTIVA;BANDERA;BAN;2,125001;13PW      TR  01
125002;13PQ      TR  01 POTENCIA REACTIVA;BANDERA;BAN;2,125002;13PQ      TR  01
125003;13TEN     TR  01 TENSION;BANDERA;BAN;2,125003;13TEN     TR  01
125005;03CTE     TR  01 CORRIENTE;BANDERA;BAN;2,125005;03CTE     TR  01
125006;03PW      TR  01 POTENCIA ACTIVA;BANDERA;BAN;2,125006;03PW      TR  01
125007;03PQ      TR  01 POTENCIA REACTIVA;BANDERA;BAN;2,125007;03PQ      TR  01
125008;03TEN     TR  01 TENSION;BANDERA;BAN;2,125008;03TEN     TR  01
125009;01CTE     TR  01 CORRIENTE;BANDERA;BAN;2,125009;01CTE     TR  01
125010;01PW      TR  01 POTENCIA ACTIVA;BANDERA;BAN;2,12501;01PW      TR  01
125011;01PQ      TR  01 POTENCIA REACTIVA;BANDERA;BAN;2,125011;01PQ      TR  01
125012;01TEN     TR  01 TENSION;BANDERA;BAN;2,125012;01TEN     TR  01
125013;13CTE     TR  02 CORRIENTE;BANDERA;BAN;2,125013;13CTE     TR  02
125014;13PW      TR  02 POTENCIA ACTIVA;BANDERA;BAN;2,125014;13PW      TR  02
125015;13PQ      TR  02 POTENCIA REACTIVA;BANDERA;BAN;2,125015;13PQ      TR  02
125017;03CTE     TR  02 CORRIENTE;BANDERA;BAN;2,125017;03CTE     TR  02
125018;03PW      TR  02 POTENCIA ACTIVA;BANDERA;BAN;2,125018;03PW      TR  02
125019;03PQ      TR  02 POTENCIA REACTIVA;BANDERA;BAN;2,125019;03PQ      TR  02
125020;03TEN     TR  02 TENSION;BANDERA;BAN;2,12502;03TEN     TR  02
125021;01CTE     TR  02 CORRIENTE;BANDERA;BAN;2,125021;01CTE     TR  02
125022;01PW      TR  02 POTENCIA ACTIVA;BANDERA;BAN;2,125022;01PW      TR  02
125023;01PQ      TR  02 POTENCIA REACTIVA;BANDERA;BAN;2,125023;01PQ      TR  02
125024;01TEN     TR  02 TENSION;BANDERA;BAN;2,125024;01TEN     TR  02
125025;03CTE    ANATUYA CORRIENTE;BANDERA;BAN;2,125025;03CTE    ANATUYA
125026;03CTE    4 BOCAS CORRIENTE;BANDERA;BAN;2,125026;03CTE    4 BOCAS
125027;03CTE     PINTOS CORRIENTE;BANDERA;BAN;2,125027;03CTE     PINTOS
125028;03CTE   SALIDA 4 CORRIENTE;BANDERA;BAN;2,125028;03CTE   SALIDA 4
125029;03CTE    AC  A B CORRIENTE;BANDERA;BAN;2,125029;03CTE    AC  A B
125030;01CTE  BAN.OESTE CORRIENTE;BANDERA;BAN;2,12503;01CTE  BAN.OESTE
125031;01CTE   BAN.ESTE CORRIENTE;BANDERA;BAN;2,125031;01CTE   BAN.ESTE
125032;01CTE     JURIES CORRIENTE;BANDERA;BAN;2,125032;01CTE     JURIES
125033;01CTE   SALIDA 4 CORRIENTE;BANDERA;BAN;2,125033;01CTE   SALIDA 4
125034;01CTE    AC  A B CORRIENTE;BANDERA;BAN;2,125034;01CTE    AC  A B
125035;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;BANDERA;BAN;2,125035;77DEM PW      ET
125036;77DEM PW      ET DEMANDA DE POTENCIA REACTIVA;BANDERA;BAN;2,125036;77DEM PW      ET
125038;01CTE    GP  01 CORRIENTE;BANDERA;BAN;2,125038;01CTE    GP  01 
125039;01CTE    GP  02 CORRIENTE;BANDERA;BAN;2,125039;01CTE    GP  02 
126000;13PW     L  HUA  POTENCIA ACTIVA;LOS PIZARROS;LPI;2,126;13PW     L  HUA 
126001;13PQ     L  HUA  POTENCIA REACTIVA;LOS PIZARROS;LPI;2,126001;13PQ     L  HUA 
126002;13PW     L  ESC  POTENCIA ACTIVA;LOS PIZARROS;LPI;2,126002;13PW     L  ESC 
126003;13PQ     L  ESC  POTENCIA REACTIVA;LOS PIZARROS;LPI;2,126003;13PQ     L  ESC 
126004;13PW     L  LCO  POTENCIA ACTIVA;LOS PIZARROS;LPI;2,126004;13PW     L  LCO 
