"POINTNUMBER","POINTNAME","STATIONNAMEABBREVIATED"
163006,"03PW      TR  02 POTENCIA ACTIVA","FRI"
163007,"03PQ      TR  02 POTENCIA REACTIVA","FRI"
163008,"03CTE     RECREO CORRIENTE","FRI"
163009,"13PW      TR  03 POTENCIA ACTIVA","FRI"
163010,"13PQ      TR  03 POTENCIA REACTIVA","FRI"
163011,"01CTE   FRIAS ES CORRIENTE","FRI"
163012,"01CTE  FRIAS OES CORRIENTE","FRI"
163013,"03CTE    VILLUCO CORRIENTE","FRI"
163014,"03PQ      RECREO POTENCIA REACTIVA","FRI"
163015,"03PW      RECREO POTENCIA ACTIVA","FRI"
163016,"03CTE    LAVALLE CORRIENTE","FRI"
163017,"03CTE    LAPRIDA CORRIENTE","FRI"
163018,"13CTE    L  LCA  CORRIENTE","FRI"
163019,"13PW     L  LCA  POTENCIA ACTIVA","FRI"
163020,"13PQ     L  LCA  POTENCIA REACTIVA","FRI"
163021,"13TEN    L  LCA  TENSION","FRI"
163022,"03TEN     TR  02 TENSION","FRI"
163023,"01TEN     TR  01 TENSION","FRI"
163024,"01TEN     TR  02 TENSION","FRI"
163025,"13PW      TR  01 POTENCIA ACTIVA","FRI"
163026,"13PQ      TR  01 POTENCIA REACTIVA","FRI"
163027,"13PW      TR  02 POTENCIA ACTIVA","FRI"
163028,"13PQ      TR  02 POTENCIA REACTIVA","FRI"
163031,"01PQ      TR  01 POTENCIA REACTIVA","FRI"
163032,"01PQ      TR  02 POTENCIA REACTIVA","FRI"
163033,"01PW      TR  01 POTENCIA ACTIVA","FRI"
163034,"01PW      TR  02 POTENCIA ACTIVA","FRI"
163035,"03CTE     TR  01 CORRIENTE","FRI"
163036,"03CTE     TR  02 CORRIENTE","FRI"
163037,"01PW      TR  03 POTENCIA ACTIVA","FRI"
163038,"01PQ      TR  03 POTENCIA REACTIVA","FRI"
163039,"01TEN     TR  03 TENSION","FRI"
163040,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","FRI"
163041,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","FRI"
163042,"01GEN PW      ET POTENCIA ACTIVA TOTAL","FRI"
163043,"01GEN PQ      ET POTENCIA REACTIVA TOTAL","FRI"
163044,"77DEM PW   EDESE DEMANDA DE POTENCIA ACTIVA","FRI"
163045,"77DEM PQ   EDESE DEMANDA DE POTENCIA REACTIVA","FRI"
163046,"13CTE     TR  01 CORRIENTE","FRI"
163047,"13CTE     TR  02 CORRIENTE","FRI"
163048,"01CTE     TR  01 CORRIENTE","FRI"
163049,"01CTE     TR  02 CORRIENTE","FRI"
163051,"77QFAL     EDESE REACTIVO FALTANTE","FRI"
163057,"77DEM PW  EDECAT POTENCIA ACTIVA TOTAL","FRI"
163058,"77DEM PQ  EDECAT DEMANDA DE POTENCIA REACTIVA","FRI"
163060,"01CTE  FRIAS CEN CORRIENTE","FRI"
164000,"50TEN    L  MAL  TENSION","REC"
164001,"50TEN     TR  01 TENSION","REC"
164002,"50TEN    L  LAV  TENSION","REC"
164003,"50TEN    L  LRS  TENSION","REC"
164004,"50CTE    L  MAL  CORRIENTE","REC"
164005,"50PW     L  MAL  POTENCIA ACTIVA","REC"
164006,"50PQ     L  MAL  POTENCIA REACTIVA","REC"
164007,"50CTE    L  LAV  CORRIENTE","REC"
164008,"50PW     L  LAV  POTENCIA ACTIVA","REC"
164009,"50PQ     L  LAV  POTENCIA REACTIVA","REC"
164010,"50PQ     L  LRS  POTENCIA REACTIVA","REC"
164011,"50CTE     TR  01 CORRIENTE","REC"
164012,"50PW      TR  01 POTENCIA ACTIVA","REC"
164013,"50PQ      TR  01 POTENCIA REACTIVA","REC"
164014,"13CTE    L  FRI  CORRIENTE","REC"
164015,"13TEN    L  FRI  TENSION","REC"
164016,"13PW     L  FRI  POTENCIA ACTIVA","REC"
164017,"13PQ     L  FRI  POTENCIA REACTIVA","REC"
164018,"13CTE    L  LPA  CORRIENTE","REC"
164019,"13TEN    L  LPA  TENSION","REC"
164020,"13PW     L  LPA  POTENCIA ACTIVA","REC"
164021,"13PQ     L  LPA  POTENCIA REACTIVA","REC"
164022,"13CTE    L  CAT  CORRIENTE","REC"
164023,"13TEN    L  CAT  TENSION","REC"
164024,"13PW     L  CAT  POTENCIA ACTIVA","REC"
164025,"13PQ     L  CAT  POTENCIA REACTIVA","REC"
164026,"13CTE    L2 LRI  CORRIENTE","REC"
164027,"13TEN    L2 LRI  TENSION","REC"
164028,"13PW     L2 LRI  POTENCIA ACTIVA","REC"
164029,"13PQ     L2 LRI  POTENCIA REACTIVA","REC"
164030,"13CTE     TR  01 CORRIENTE","REC"
164031,"13TEN     TR  01 TENSION","REC"
164032,"13PW      TR  01 POTENCIA ACTIVA","REC"
164033,"13PQ      TR  01 POTENCIA REACTIVA","REC"
164034,"03TEN     TR  01 TENSION","REC"
164035,"50CTE     TR  02 CORRIENTE","REC"
164036,"50TEN     TR  02 TENSION","REC"
164037,"50PW      TR  02 POTENCIA ACTIVA","REC"
164038,"50PQ      TR  02 POTENCIA REACTIVA","REC"
164039,"13CTE     TR  02 CORRIENTE","REC"
164040,"13TEN     TR  02 TENSION","REC"
164041,"13PW      TR  02 POTENCIA ACTIVA","REC"
164042,"13PQ      TR  02 POTENCIA REACTIVA","REC"
164043,"13CTE    L  LRI  CORRIENTE","REC"
164044,"13TEN    L1 LRI  TENSION","REC"
164045,"13PW     L1 LRI  POTENCIA ACTIVA","REC"
164046,"13PQ     L1 LRI  POTENCIA REACTIVA","REC"
164049,"50CTE    L  LRS  CORRIENTE","REC"
164050,"50PW     L  LRS  POTENCIA ACTIVA","REC"
164062,"PW GEN NOACS","REC"
164063,"PORCENTAJE","REC"
164064,"DEMANDA","REC"
164065,"PORCENTAJEBU","REC"
164067,"50PQ  BRAMAL","REC"
164068,"50PQPOBRAMAL","REC"
164069,"50PWPOBRAMAL","REC"
164071,"PQ GEN NOACS","REC"
164072,"PW GEN NOANO","REC"
164073,"PQ GEN NOANO","REC"
165000,"13TEN    L  LRE  TENSION","LRI1"
165001,"13TEN    L  PAR  TENSION","LRI1"
165002,"13CTE     TR  01 CORRIENTE","LRI1"
165003,"03CTE     CENTRO CORRIENTE","LRI1"
165005,"03CTE TALAMUYUNA CORRIENTE","LRI1"
165006,"03CTE    INTER 2 CORRIENTE","LRI1"
165007,"03CTE    INTER 1 CORRIENTE","LRI1"
165008,"03CTE  P.INDUSTR CORRIENTE","LRI1"
165009,"03CTE  N.P.INDUS CORRIENTE","LRI1"
165010,"01CTE  ANTARTIDA CORRIENTE","LRI1"
165011,"01CTE     ANDINO CORRIENTE","LRI1"
165013,"01CTE   ZONA SUR CORRIENTE","LRI1"
165014,"01CTE ZONA NORTE CORRIENTE","LRI1"
165015,"01CTE  AROPUERTO CORRIENTE","LRI1"
165016,"01PW      TG  21 POTENCIA ACTIVA","LRI1"
165017,"01PQ      TG  21 POTENCIA REACTIVA","LRI1"
165018,"01PW      TG  22 POTENCIA ACTIVA","LRI1"
165019,"01PQ      TG  22 POTENCIA REACTIVA","LRI1"
165020,"13CTE     TR  02 CORRIENTE","LRI1"
165021,"13CTE     TR 3:4 CORRIENTE","LRI1"
165022,"13PW     L  REC2 POTENCIA ACTIVA","LRI1"
165023,"13PW     L  REC1 POTENCIA ACTIVA","LRI1"
165024,"13PW     L  LRE  POTENCIA ACTIVA","LRI1"
165025,"13PW     L  PAR  POTENCIA ACTIVA","LRI1"
165026,"13PQ     L  REC2 POTENCIA REACTIVA","LRI1"
165027,"13PQ     L  REC1 POTENCIA REACTIVA","LRI1"
165028,"13PQ     L  LRE  POTENCIA REACTIVA","LRI1"
165029,"13PQ     L  PAR  POTENCIA REACTIVA","LRI1"
165030,"13TEN    B   P   TENSION","LRI1"
165031,"03TEN     TR  01 TENSION","LRI1"
165032,"01TEN    B   A   TENSION","LRI1"
165033,"03TEN     TR  02 TENSION","LRI1"
165034,"13PW      TR  01 POTENCIA ACTIVA","LRI1"
165035,"13PW      TR  02 POTENCIA ACTIVA","LRI1"
165036,"01PW      TR  01 POTENCIA ACTIVA","LRI1"
165037,"01PW      TR  02 POTENCIA ACTIVA","LRI1"
165038,"13PQ      TR  01 POTENCIA REACTIVA","LRI1"
165039,"13PQ      TR  02 POTENCIA REACTIVA","LRI1"
165040,"01PQ      TR  01 POTENCIA REACTIVA","LRI1"
165041,"01PQ      TR  02 POTENCIA REACTIVA","LRI1"
165042,"03CTE     TR  01 CORRIENTE","LRI1"
165043,"03CTE     TR  02 CORRIENTE","LRI1"
165044,"13CTE    L  LRE  CORRIENTE","LRI1"
165045,"13CTE    L  REC2 CORRIENTE","LRI1"
165046,"13CTE    L  REC1 CORRIENTE","LRI1"
165047,"13CTE    L  PAR  CORRIENTE","LRI1"
165050,"13PW      TR 3:4 POTENCIA ACTIVA","LRI1"
165051,"13PQ      TR 3:4 POTENCIA REACTIVA","LRI1"
165052,"03CTE     TR  03 CORRIENTE","LRI1"
165053,"03TEN     TR  03 TENSION","LRI1"
165055,"03CTE    COLONIA CORRIENTE","LRI1"
165056,"03PW      TR  01 POTENCIA ACTIVA","LRI1"
165057,"03PQ      TR  01 POTENCIA REACTIVA","LRI1"
165058,"03PW      TR  02 POTENCIA ACTIVA","LRI1"
165059,"03PQ      TR  02 POTENCIA REACTIVA","LRI1"
165060,"03PW      TR  03 POTENCIA ACTIVA","LRI1"
165061,"03PQ      TR  03 POTENCIA REACTIVA","LRI1"
165062,"13TEN    L  REC2 TENSION","LRI1"
165063,"13TEN    L  REC1 TENSION","LRI1"
165064,"01PW      TG  23 POTENCIA ACTIVA","LRI1"
165065,"01PQ      TG  23 POTENCIA REACTIVA","LRI1"
165066,"03CTE     TR  04 CORRIENTE","LRI1"
165067,"03TEN     TR  04 TENSION","LRI1"
165069,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LRI1"
165070,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LRI1"
165071,"13DEM PW  EDELAR DEMANDA DE POTENCIA ACTIVA","LRI1"
165072,"13DEM PQ  EDELAR DEMANDA DE POTENCIA REACTIVA","LRI1"
165073,"13GEN PW      ET POTENCIA ACTIVA TOTAL","LRI1"
165074,"13GEN PQ      ET POTENCIA REACTIVA TOTAL","LRI1"
165076,"03PQ      CP  01 POTENCIA REACTIVA","LRI1"
165077,"03CTE     CP  01 CORRIENTE","LRI1"
165078,"03PW      TR  04 POTENCIA ACTIVA","LRI1"
165079,"03PQ      TR  04 POTENCIA REACTIVA","LRI1"
165080,"01PW      TD  33 POTENCIA ACTIVA","LRI1"
165081,"01PQ      TD  33 POTENCIA REACTIVA","LRI1"
165082,"01CTE     TD  33 CORRIENTE","LRI1"
165084,"13QFAL    EDELAR REACTIVO FALTANTE","LRI1"
165089,"01CTE     TR  01 CORRIENTE","LRI1"
165094,"01CTE     TR  02 CORRIENTE","LRI1"
165095,"01QFAL        ET REACTIVO FALTANTE","LRI1"
166000,"13TEN     TR  01 TENSION","ACO"
166001,"13CTE     TR  01 CORRIENTE","ACO"
166002,"13PW      TR  01 POTENCIA ACTIVA","ACO"
166003,"13PQ      TR  01 POTENCIA REACTIVA","ACO"
166004,"01TEN     TR  01 TENSION","ACO"
166005,"01CTE     TR  01 CORRIENTE","ACO"
166006,"01PW      TR  01 POTENCIA ACTIVA","ACO"
166007,"01PQ      TR  01 POTENCIA REACTIVA","ACO"
166009,"01CTE     RECO 1 CORRIENTE","ACO"
166010,"13TEN    B   A   TENSION","ACO"
166011,"01TEN    B   A   TENSION","ACO"
167000,"13CTE     TR  01 CORRIENTE","LPA"
167002,"03PW      TR  01 POTENCIA ACTIVA","LPA"
167003,"03PQ      TR  01 POTENCIA REACTIVA","LPA"
167004,"03CTE     TR  01 CORRIENTE","LPA"
167005,"03TEN     TR  01 TENSION","LPA"
167006,"01PW      TR  01 POTENCIA ACTIVA","LPA"
167007,"01PQ      TR  01 POTENCIA REACTIVA","LPA"
167008,"01CTE     TR  01 CORRIENTE","LPA"
167009,"01TEN     TR  01 TENSION","LPA"
167010,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LPA"
167011,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LPA"
167012,"03CTE    SALIDA 1 CORRIENTE","LPA"
167013,"01CTE    SALIDA 1 CORRIENTE","LPA"
167014,"01CTE    SALIDA 2 CORRIENTE","LPA"
168000,"13PW     L  AND  POTENCIA ACTIVA","SAU"
168001,"13PQ     L  AND  POTENCIA REACTIVA","SAU"
168002,"13CTE    L  AND  CORRIENTE","SAU"
168003,"13TEN    L  AND  TENSION","SAU"
168004,"13DIS FA L  AND  DISTANCIA DE FALLA EN KM","SAU"
168005,"13PW      TR  01 POTENCIA ACTIVA","SAU"
168006,"13PQ      TR  01 POTENCIA REACTIVA","SAU"
168007,"13CTE     TR  01 CORRIENTE","SAU"
168009,"03PW      TR  01 POTENCIA ACTIVA","SAU"
168010,"03PQ      TR  01 POTENCIA REACTIVA","SAU"
168011,"03CTE     TR  01 CORRIENTE","SAU"
168012,"03TEN     TR  01 TENSION","SAU"
168013,"01PW      TR  01 POTENCIA ACTIVA","SAU"
168014,"01PQ      TR  01 POTENCIA REACTIVA","SAU"
168015,"01CTE     TR  01 CORRIENTE","SAU"
168016,"01TEN     TR  01 TENSION","SAU"
168017,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SAU"
168018,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SAU"
168020,"13QFAL        ET REACTIVO FALTANTE","SAU"
168021,"13TEN    B   A   TENSION","SAU"
168022,"03TEN    B   A   TENSION","SAU"
168023,"01TEN    B   A   TENSION","SAU"
169000,"13TEN     TR  01 TENSION","VVI"
169001,"13PW      TR  01 POTENCIA ACTIVA","VVI"
169002,"13PQ      TR  01 POTENCIA REACTIVA","VVI"
169003,"13CTE     TR  01 CORRIENTE","VVI"
169005,"03PW      TR  01 POTENCIA ACTIVA","VVI"
169006,"03PQ      TR  01 POTENCIA REACTIVA","VVI"
169007,"03CTE     TR  01 CORRIENTE","VVI"
169008,"03TEN     TR  01 TENSION","VVI"
169009,"01PW      TR  01 POTENCIA ACTIVA","VVI"
169010,"01PQ      TR  01 POTENCIA REACTIVA","VVI"
169011,"01CTE     TR  01 CORRIENTE","VVI"
169012,"01TEN     TR  01 TENSION","VVI"
169013,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","VVI"
169014,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","VVI"
169016,"13QFAL        ET REACTIVO FALTANTE","VVI"
170000,"13PW     L  AND  POTENCIA ACTIVA","BEL"
170001,"13PQ     L  AND  POTENCIA REACTIVA","BEL"
170002,"13CTE    L  AND  CORRIENTE","BEL"
170003,"13TEN    L  AND  TENSION","BEL"
170004,"13PW     L  TIN  POTENCIA ACTIVA","BEL"
170005,"13PQ     L  TIN  POTENCIA REACTIVA","BEL"
170006,"13CTE    L  TIN  CORRIENTE","BEL"
170007,"13TEN    L  TIN  TENSION","BEL"
170008,"13PW      TR  01 POTENCIA ACTIVA","BEL"
170009,"13PQ      TR  01 POTENCIA REACTIVA","BEL"
170010,"13CTE     TR  01 CORRIENTE","BEL"
170011,"13TEN     TR  01 TENSION","BEL"
170012,"03PW      TR 1:2 POTENCIA ACTIVA","BEL"
170013,"03PQ      TR 1:2 POTENCIA REACTIVA","BEL"
170014,"03CTE     TR 1:2 CORRIENTE","BEL"
170015,"01PW      TR 1:2 POTENCIA ACTIVA","BEL"
170016,"01PQ      TR 1:2 POTENCIA REACTIVA","BEL"
170017,"01CTE     TR 1:2 CORRIENTE","BEL"
170019,"13PW      TR  02 POTENCIA ACTIVA","BEL"
170020,"13PQ      TR  02 POTENCIA REACTIVA","BEL"
170021,"13CTE     TR  02 CORRIENTE","BEL"
170024,"03CTE      NORTE CORRIENTE","BEL"
170027,"01CTE   CENTRO 1 CORRIENTE","BEL"
170028,"01CTE    LONDRES CORRIENTE","BEL"
170029,"01CTE   PUNTILLA CORRIENTE","BEL"
170030,"01CTE     ARTAZA CORRIENTE","BEL"
170031,"03TEN    B   A   TENSION","BEL"
170032,"01TEN    B   A   TENSION","BEL"
170034,"13TEN     TR  02 TENSION","BEL"
170035,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","BEL"
170036,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","BEL"
170038,"13QFAL        ET REACTIVO FALTANTE","BEL"
170039,"13TEN    B   A   TENSION","BEL"
170040,"03TEN PL B   A   TENSION","BEL"
170041,"01TEN PL B   A   TENSION","BEL"
171000,"13PW      TR  01 POTENCIA ACTIVA","CAT2"
171001,"13PQ      TR  01 POTENCIA REACTIVA","CAT2"
171002,"13CTE     TR  01 CORRIENTE","CAT2"
171004,"03PW  LA RIPIERA POTENCIA ACTIVA","CAT2"
171005,"03PQ  LA RIPIERA POTENCIA REACTIVA","CAT2"
171006,"03CTE LA RIPIERA CORRIENTE","CAT2"
171007,"03TEN     TR  02 TENSION","CAT2"
171008,"01PQ      CP  01 POTENCIA REACTIVA","CAT2"
171009,"01CTE     CP  01 CORRIENTE","CAT2"
171010,"01TEN     CP  01 TENSION","CAT2"
171011,"Reserva1","CAT2"
171012,"Reserva2","CAT2"
171014,"01PW  25 DE MAYO POTENCIA ACTIVA","CAT2"
171015,"01PQ  25 DE MAYO POTENCIA REACTIVA","CAT2"
171016,"01CTE 25 DE MAYO CORRIENTE","CAT2"
171017,"01TEN     TR  01 TENSION","CAT2"
171018,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CAT2"
171019,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","CAT2"
172000,"13PW      TR  01 POTENCIA ACTIVA","LRI2"
172001,"13PQ      TR  01 POTENCIA REACTIVA","LRI2"
172002,"13CTE     TR  01 CORRIENTE","LRI2"
172004,"03PW      TR  01 POTENCIA ACTIVA","LRI2"
172005,"03PQ      TR  01 POTENCIA REACTIVA","LRI2"
172006,"03CTE     TR  01 CORRIENTE","LRI2"
172007,"03TEN     TR  01 TENSION","LRI2"
172008,"03CTE PARQUE IND CORRIENTE","LRI2"
172009,"03CTE TALAMUYUNA CORRIENTE","LRI2"
172010,"01PW      TD 031 POTENCIA ACTIVA","LRI2"
172011,"01PQ      TD 031 POTENCIA REACTIVA","LRI2"
172012,"01CTE     TD 031 CORRIENTE","LRI2"
172013,"01TEN     TD 031 TENSION","LRI2"
172014,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LRI2"
172015,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LRI2"
172017,"01PW      TG 024 POTENCIA ACTIVA","LRI2"
172018,"01PQ      TG 024 POTENCIA REACTIVA","LRI2"
172019,"01TEN     TG 024 TENSION","LRI2"
172020,"13PW      TR 02  POTENCIA ACTIVA","LRI2"
172021,"13PQ      TG 02  POTENCIA REACTIVA","LRI2"
172022,"13TEN     TR 02  TENSION","LRI2"
173000,"13PW     L  BEL  POTENCIA ACTIVA","AND"
173001,"13PQ     L  BEL  POTENCIA REACTIVA","AND"
173002,"13CTE    L  BEL  CORRIENTE","AND"
173003,"13TEN    L  BEL  TENSION","AND"
173004,"13PW     L  VQU  POTENCIA ACTIVA","AND"
173005,"13PQ     L  VQU  POTENCIA REACTIVA","AND"
173006,"13CTE    L  VQU  CORRIENTE","AND"
173007,"13TEN    L  VQU  TENSION","AND"
173008,"13PW      TR  01 POTENCIA ACTIVA","AND"
173009,"13PQ      TR  01 POTENCIA REACTIVA","AND"
173010,"13CTE     TR  01 CORRIENTE","AND"
173011,"03TEN     TR  02 TENSION","AND"
173013,"13PW      TR  02 POTENCIA ACTIVA","AND"
173014,"13PQ      TR  02 POTENCIA REACTIVA","AND"
173015,"13CTE     TR  02 CORRIENTE","AND"
173018,"03PW      TR 1:2 POTENCIA ACTIVA","AND"
173019,"03PQ      TR 1:2 POTENCIA REACTIVA","AND"
173020,"03CTE     TR 1:2 CORRIENTE","AND"
173021,"01PW      TR 1:2 POTENCIA ACTIVA","AND"
173022,"01PQ      TR 1:2 POTENCIA REACTIVA","AND"
173023,"01CTE     TR 1:2 CORRIENTE","AND"
173024,"03CTE MINERA     CORRIENTE","AND"
173025,"03CTE LIBRE 2    CORRIENTE","AND"
173026,"03CTE LIBRE 1    CORRIENTE","AND"
173027,"03CTE ACEITERA   CORRIENTE","AND"
173028,"01CTE M HUACO    CORRIENTE","AND"
173029,"01CTE AND CENTRO CORRIENTE","AND"
173030,"01CTE VILLA VIL  CORRIENTE","AND"
173031,"01CTE LIBRE 4    CORRIENTE","AND"
173032,"03TEN    B   A   TENSION","AND"
173033,"01TEN    B   A   TENSION","AND"
173034,"13PW     L  SAU  POTENCIA ACTIVA","AND"
173035,"13PQ     L  SAU  POTENCIA REACTIVA","AND"
173036,"13CTE    L  SAU  CORRIENTE","AND"
173037,"13TEN    L  SAU  TENSION","AND"
173039,"13QFAL        ET REACTIVO FALTANTE","AND"
173040,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","AND"
173041,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","AND"
173042,"13TEN    B   A   TENSION","AND"
173043,"03TEN PL B   A   TENSION","AND"
173044,"01TEN PL B   A   TENSION","AND"
173045,"RESERVA 1","AND"
173046,"RESERVA 2","AND"
174000,"13PW     L  BEL  POTENCIA ACTIVA","TIN"
174001,"13PQ     L  BEL  POTENCIA REACTIVA","TIN"
174002,"13CTE    L  BEL  CORRIENTE","TIN"
174003,"13TEN    L  BEL  TENSION","TIN"
174004,"13PW      TR  01 POTENCIA ACTIVA","TIN"
174005,"13PQ      TR  01 POTENCIA REACTIVA","TIN"
174006,"13CTE     TR  01 CORRIENTE","TIN"
174007,"13TEN     TR  01 TENSION","TIN"
174008,"03PW      TR 1:2 POTENCIA ACTIVA","TIN"
174009,"03PQ      TR 1:2 POTENCIA REACTIVA","TIN"
174010,"03CTE     TR 1:2 CORRIENTE","TIN"
174011,"01PW      TR 1:2 POTENCIA ACTIVA","TIN"
174012,"01PQ      TR 1:2 POTENCIA REACTIVA","TIN"
174013,"01CTE     TR 1:2 CORRIENTE","TIN"
174015,"13PW      TR  02 POTENCIA ACTIVA","TIN"
174016,"13PQ      TR  02 POTENCIA REACTIVA","TIN"
174017,"13CTE     TR  02 CORRIENTE","TIN"
174018,"13TEN     TR  02 TENSION","TIN"
174020,"03CTE   FIAMBALA CORRIENTE","TIN"
174021,"01CTE TINOGSTA S CORRIENTE","TIN"
174022,"01CTE    LIBRE 2 CORRIENTE","TIN"
174023,"01CTE TINOGSTA N CORRIENTE","TIN"
174024,"01CTE SANTA ROSA CORRIENTE","TIN"
174025,"03TEN    B   A   TENSION","TIN"
174026,"01TEN    B   A   TENSION","TIN"
174029,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","TIN"
174030,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","TIN"
174031,"13TEN    B   A   TENSION","TIN"
174032,"03TEN PL B   A   TENSION","TIN"
174033,"01TEN PL B   A   TENSION","TIN"
175000,"13PW     L  HUA  POTENCIA ACTIVA","LCA"
175001,"13PQ     L  HUA  POTENCIA REACTIVA","LCA"
175002,"13CTE    L  HUA  CORRIENTE","LCA"
175003,"13PW     L  FRI  POTENCIA ACTIVA","LCA"
175004,"13PQ     L  FRI  POTENCIA REACTIVA","LCA"
175005,"13CTE    L  FRI  CORRIENTE","LCA"
175006,"13TEN    B   A   TENSION","LCA"
175007,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LCA"
175008,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LCA"
175010,"77QFAL        ET REACTIVO FALTANTE","LCA"
176000,"13CTE    AC  A B CORRIENTE","LRS"
176001,"13PW      TR  01 POTENCIA ACTIVA","LRS"
176002,"13PQ      TR  01 POTENCIA REACTIVA","LRS"
176003,"13CTE     TR  01 CORRIENTE","LRS"
176004,"13TEN     TR  01 TENSION","LRS"
176005,"13PW     L  LRE  POTENCIA ACTIVA","LRS"
176006,"13PQ     L  LRE  POTENCIA REACTIVA","LRS"
176007,"13CTE    L  LRE  CORRIENTE","LRS"
176008,"13TEN    L  LRE  TENSION","LRS"
176009,"13PW     L  PAT  POTENCIA ACTIVA","LRS"
176010,"13PQ     L  PAT  POTENCIA REACTIVA","LRS"
176011,"13CTE    L  PAT  CORRIENTE","LRS"
176012,"13TEN    L  PAT  TENSION","LRS"
176013,"50CTE     TR  01 CORRIENTE","LRS"
176014,"50TEN     TR  01 TENSION","LRS"
176015,"50PW      TR  01 POTENCIA ACTIVA","LRS"
176016,"50PQ      TR  01 POTENCIA REACTIVA","LRS"
177000,"13TEN    L  CHA  TENSION","PAT"
177001,"13CTE    L  CHA  CORRIENTE","PAT"
177002,"13PW     L  CHA  POTENCIA ACTIVA","PAT"
177003,"13PQ     L  CHA  POTENCIA REACTIVA","PAT"
177004,"13TEN     TR  01 TENSION","PAT"
177005,"13CTE     TR  01 CORRIENTE","PAT"
177006,"13PW      TR  01 POTENCIA ACTIVA","PAT"
177007,"13PQ      TR  01 POTENCIA REACTIVA","PAT"
177008,"03TEN     TR  01 TENSION","PAT"
177009,"03CTE     TR  01 CORRIENTE","PAT"
177010,"03PW      TR  01 POTENCIA ACTIVA","PAT"
177011,"03PQ      TR  01 POTENCIA REACTIVA","PAT"
178000,"13PW      TR  01 POTENCIA ACTIVA","CHA"
178001,"13PQ      TR  01 POTENCIA REACTIVA","CHA"
178002,"13CTE     TR  01 CORRIENTE","CHA"
178003,"13TEN     TR  01 TENSION","CHA"
178004,"03PW      TR  01 POTENCIA ACTIVA","CHA"
178005,"03PQ      TR  01 POTENCIA REACTIVA","CHA"
178006,"03CTE     TR  01 CORRIENTE","CHA"
178007,"03TEN     TR  01 TENSION","CHA"
178008,"01PW      TR  01 POTENCIA ACTIVA","CHA"
178009,"01PQ      TR  01 POTENCIA REACTIVA","CHA"
178010,"01CTE     TR  01 CORRIENTE","CHA"
178011,"01TEN     TR  01 TENSION","CHA"
178013,"03CTE      EP 21 CORRIENTE","CHA"
178014,"03CTE      MC 21 CORRIENTE","CHA"
178015,"01CTE      MC 11 CORRIENTE","CHA"
178016,"01CTE      MC 12 CORRIENTE","CHA"
178017,"01CTE      MC 13 CORRIENTE","CHA"
179000,"13TEN    TR   01 TENSION","NON"
179001,"13CTE    TR   01 CORRIENTE","NON"
179002,"13PW     TR   01 POTENCIA ACTIVA","NON"
179003,"13PQ     TR   01 POTENCIA REACTIVA","NON"
179004,"06TEN    TR   01 TENSION","NON"
179005,"06CTE    TR   01 CORRIENTE","NON"
179006,"06PW     TR   01 POTENCIA ACTIVA","NON"
179007,"06PQ     TR   01 POTENCIA REACTIVA","NON"
179008,"01TEN    TR   01 TENSION","NON"
179009,"01CTE    TR   01 CORRIENTE","NON"
179010,"01PW     TR   01 POTENCIA ACTIVA","NON"
179011,"01PQ     TR   01 POTENCIA REACTIVA","NON"
179012,"13TEN    TR   02 TENSION","NON"
179013,"13CTE    TR   02 CORRIENTE","NON"
179014,"13PW     TR   02 POTENCIA ACTIVA","NON"
179015,"13PQ     TR   02 POTENCIA REACTIVA","NON"
179016,"06TEN    TR   02 TENSION","NON"
179017,"06CTE    TR   02 CORRIENTE","NON"
179018,"06PW     TR   02 POTENCIA ACTIVA","NON"
179019,"06PQ     TR   02 POTENCIA REACTIVA","NON"
179020,"01TEN    TR   02 TENSION","NON"
179021,"01CTE    TR   02 CORRIENTE","NON"
179022,"01PW     TR   02 POTENCIA ACTIVA","NON"
179023,"01PQ     TR   02 POTENCIA REACTIVA","NON"
179024,"06TEN  CHILECITO TENSION","NON"
179025,"06CTE  CHILECITO CORRIENTE","NON"
